EnumID,EnumValue
20104020,重型电气设备
20105010,综合类行业
20106010,建筑机械与重型卡车
20106015,农用农业机械
20106020,工业机械
20107010,贸易公司与工业品经销商
20201010,商业印刷
20201030,各种商业与职业服务
20201040,人力资源与就业服务
20201050,环境与设施服务
20201060,办公服务与用品
20201070,综合支持服务
20201080,安全和报警服务
20202010,人力资源与就业服务
20202020,调查和咨询服务
20301010,航空货运与物流
20302010,航空
20303010,海运
20304010,铁路运输
20304020,公路运输
20305010,机场服务
20305020,公路与铁路
20305030,海港与服务
25101010,机动车零配件与设备
25101020,轮胎与橡胶
25102010,汽车制造
25102020,摩托车制造
25201010,消费电子产品
25201020,家庭装饰品
25201030,住宅建筑
25201040,家用电器
25201050,家用器具与特殊消费品
25202010,休闲用品
25202020,摄影用品
25203010,服装、服饰与奢侈品
25203020,鞋类
25203030,纺织品
25301010,赌场与赌博
25301020,酒店、度假村与豪华游轮
25301030,休闲设施
25301040,餐馆
25302010,教育服务
25302020,特殊消费者服务
25401010,广告
25401020,有线和卫星电视
25401025,广播
25401030,电影与娱乐
25401040,出版
25501010,消费品经销商
25502010,售货目录零售
25502020,互联网零售
25503010,百货商店
25503020,综合货品商店
25504010,服装零售
25504020,电脑与电子产品零售
25504030,家庭装潢零售
25504040,专卖店
25504050,汽车零售
25504060,家庭装饰零售
30101010,药品零售
30101020,食品分销商
30101030,食品零售
30101040,大卖场与超市
30201010,啤酒
30201020,白酒与葡萄酒
30201030,软饮料
30202010,农产品
30202030,食品加工与肉类
30203010,烟草
30301010,家庭用品
30302010,个人用品
35101010,医疗保健设备
35101020,医疗保健用品
35102010,保健护理产品经销商
35102015,保健护理服务
35102020,保健护理设施
35102030,管理型保健护理
35103010,医疗保健技术
35201010,生物科技
35202010,西药
35202011,中药
35203010,生命科学工具和服务
40101010,多元化银行
40101015,区域性银行
40102010,互助储蓄与抵押信贷金融服务
40201020,其他多元金融服务
40201030,多领域控股
40201040,特殊金融服务
40202010,消费信贷
40203010,资产管理与托管银行
40203020,投资银行业与经纪业
40203030,多元资本市场
40203040,金融交易所和数据
40204010,抵押房地产投资信托Ⅳ
40301010,保险经纪商
40301020,人寿与健康保险
40301030,多元化保险
40301040,财产与意外伤害保险
40301050,再保险
40401010,房地产投资信托公司
40402010,多样化房地产投资信托
40402020,工业房地产投资信托
40402030,抵押房地产投资信托
40402035,酒店及娱乐地产投资信托
40402040,办公房地产投资信托
40402045,医疗保健地产投资信托
40402050,住宅房地产投资信托
40402060,零售业房地产投资信托
40402070,特种房地产投资信托
40403010,房地产开发
40403020,房地产经营公司
40403030,多元化房地产
40403040,房地产服务
45101010,互联网软件与服务
45102010,信息科技咨询与其它服务
45102020,数据处理与外包服务
45102030,互联网服务与基础架构
45103010,应用软件
45103020,系统软件
45103030,家庭娱乐软件
45201020,通信设备
45202010,电脑硬件
45202020,电脑存储与外围设备
45202030,电脑硬件、储存设备及电脑周边
45203010,电子元件
45203015,电子设备和仪器
45203020,电子制造服务
45203030,技术产品经销商
45204010,办公电子设备
45301010,半导体设备
45301020,半导体产品
50101010,非传统电信运营商
50101020,综合电信服务
50102010,无线电信业务
50201010,广告
50201020,广播
50201030,有线和卫星电视
50201040,出版
50202010,电影与娱乐
50202020,互动家庭娱乐
50203010,互动媒体与服务IV
55101010,电力
55102010,燃气
55103010,复合型公用事业
55104010,水务
55105010,独立电力生产商与能源贸易商
55105020,新能源发电业者
60101010,多样化房地产投资信托
60101020,工业房地产投资信托
60101030,酒店及娱乐地产投资信托
60101040,办公房地产投资信托
60101050,医疗保健地产投资信托
60101060,住宅房地产投资信托
60101070,零售业房地产投资信托
60101080,特种房地产投资信托
60102010,多样化房地产活动
60102020,房地产经营公司
60102030,房地产开发
60102040,房地产服务
