ID,TimeInterval,UpdateTime
112,tick05,09:30:56
113,tick05,09:30:57
114,tick05,09:30:57
115,tick05,09:30:58
116,tick05,09:30:58
117,tick05,09:30:59
118,tick05,09:30:59
119,tick05,09:31:00
120,tick05,09:31:00
121,tick05,09:31:01
122,tick05,09:31:01
123,tick05,09:31:02
124,tick05,09:31:02
125,tick05,09:31:03
126,tick05,09:31:03
127,tick05,09:31:04
128,tick05,09:31:04
129,tick05,09:31:05
130,tick05,09:31:05
131,tick05,09:31:06
132,tick05,09:31:06
133,tick05,09:31:07
134,tick05,09:31:07
135,tick05,09:31:08
136,tick05,09:31:08
137,tick05,09:31:09
138,tick05,09:31:09
139,tick05,09:31:10
140,tick05,09:31:10
141,tick05,09:31:11
142,tick05,09:31:11
143,tick05,09:31:12
144,tick05,09:31:12
145,tick05,09:31:13
146,tick05,09:31:13
147,tick05,09:31:14
148,tick05,09:31:14
149,tick05,09:31:15
150,tick05,09:31:15
151,tick05,09:31:16
152,tick05,09:31:16
153,tick05,09:31:17
154,tick05,09:31:17
155,tick05,09:31:18
156,tick05,09:31:18
157,tick05,09:31:19
158,tick05,09:31:19
159,tick05,09:31:20
160,tick05,09:31:20
161,tick05,09:31:21
162,tick05,09:31:21
163,tick05,09:31:22
164,tick05,09:31:22
165,tick05,09:31:23
166,tick05,09:31:23
167,tick05,09:31:24
168,tick05,09:31:24
169,tick05,09:31:25
170,tick05,09:31:25
171,tick05,09:31:26
172,tick05,09:31:26
173,tick05,09:31:27
174,tick05,09:31:27
175,tick05,09:31:28
176,tick05,09:31:28
177,tick05,09:31:29
178,tick05,09:31:29
179,tick05,09:31:30
180,tick05,09:31:30
181,tick05,09:31:31
182,tick05,09:31:31
183,tick05,09:31:32
184,tick05,09:31:32
185,tick05,09:31:33
186,tick05,09:31:33
187,tick05,09:31:34
188,tick05,09:31:34
189,tick05,09:31:35
190,tick05,09:31:35
191,tick05,09:31:36
192,tick05,09:31:36
193,tick05,09:31:37
194,tick05,09:31:37
195,tick05,09:31:38
196,tick05,09:31:38
197,tick05,09:31:39
198,tick05,09:31:39
199,tick05,09:31:40
200,tick05,09:31:40
201,tick05,09:31:41
202,tick05,09:31:41
203,tick05,09:31:42
204,tick05,09:31:42
205,tick05,09:31:43
206,tick05,09:31:43
207,tick05,09:31:44
208,tick05,09:31:44
209,tick05,09:31:45
210,tick05,09:31:45
211,tick05,09:31:46
212,tick05,09:31:46
213,tick05,09:31:47
214,tick05,09:31:47
215,tick05,09:31:48
216,tick05,09:31:48
217,tick05,09:31:49
218,tick05,09:31:49
219,tick05,09:31:50
220,tick05,09:31:50
221,tick05,09:31:51
222,tick05,09:31:51
223,tick05,09:31:52
224,tick05,09:31:52
225,tick05,09:31:53
226,tick05,09:31:53
227,tick05,09:31:54
228,tick05,09:31:54
229,tick05,09:31:55
230,tick05,09:31:55
231,tick05,09:31:56
232,tick05,09:31:56
233,tick05,09:31:57
234,tick05,09:31:57
235,tick05,09:31:58
236,tick05,09:31:58
237,tick05,09:31:59
238,tick05,09:31:59
239,tick05,09:32:00
240,tick05,09:32:00
241,tick05,09:32:01
242,tick05,09:32:01
243,tick05,09:32:02
244,tick05,09:32:02
245,tick05,09:32:03
246,tick05,09:32:03
247,tick05,09:32:04
248,tick05,09:32:04
249,tick05,09:32:05
250,tick05,09:32:05
251,tick05,09:32:06
252,tick05,09:32:06
253,tick05,09:32:07
254,tick05,09:32:07
255,tick05,09:32:08
256,tick05,09:32:08
257,tick05,09:32:09
258,tick05,09:32:09
259,tick05,09:32:10
260,tick05,09:32:10
261,tick05,09:32:11
262,tick05,09:32:11
263,tick05,09:32:12
264,tick05,09:32:12
265,tick05,09:32:13
266,tick05,09:32:13
267,tick05,09:32:14
268,tick05,09:32:14
269,tick05,09:32:15
270,tick05,09:32:15
271,tick05,09:32:16
272,tick05,09:32:16
273,tick05,09:32:17
274,tick05,09:32:17
275,tick05,09:32:18
276,tick05,09:32:18
277,tick05,09:32:19
278,tick05,09:32:19
279,tick05,09:32:20
280,tick05,09:32:20
281,tick05,09:32:21
282,tick05,09:32:21
283,tick05,09:32:22
284,tick05,09:32:22
285,tick05,09:32:23
286,tick05,09:32:23
287,tick05,09:32:24
288,tick05,09:32:24
289,tick05,09:32:25
290,tick05,09:32:25
291,tick05,09:32:26
292,tick05,09:32:26
293,tick05,09:32:27
294,tick05,09:32:27
295,tick05,09:32:28
296,tick05,09:32:28
297,tick05,09:32:29
298,tick05,09:32:29
299,tick05,09:32:30
300,tick05,09:32:30
301,tick05,09:32:31
302,tick05,09:32:31
303,tick05,09:32:32
304,tick05,09:32:32
305,tick05,09:32:33
306,tick05,09:32:33
307,tick05,09:32:34
308,tick05,09:32:34
309,tick05,09:32:35
310,tick05,09:32:35
311,tick05,09:32:36
312,tick05,09:32:36
313,tick05,09:32:37
314,tick05,09:32:37
315,tick05,09:32:38
316,tick05,09:32:38
317,tick05,09:32:39
318,tick05,09:32:39
319,tick05,09:32:40
320,tick05,09:32:40
321,tick05,09:32:41
322,tick05,09:32:41
323,tick05,09:32:42
324,tick05,09:32:42
325,tick05,09:32:43
326,tick05,09:32:43
327,tick05,09:32:44
328,tick05,09:32:44
329,tick05,09:32:45
330,tick05,09:32:45
331,tick05,09:32:46
332,tick05,09:32:46
333,tick05,09:32:47
334,tick05,09:32:47
335,tick05,09:32:48
336,tick05,09:32:48
337,tick05,09:32:49
338,tick05,09:32:49
339,tick05,09:32:50
340,tick05,09:32:50
341,tick05,09:32:51
342,tick05,09:32:51
343,tick05,09:32:52
344,tick05,09:32:52
345,tick05,09:32:53
346,tick05,09:32:53
347,tick05,09:32:54
348,tick05,09:32:54
349,tick05,09:32:55
350,tick05,09:32:55
351,tick05,09:32:56
352,tick05,09:32:56
353,tick05,09:32:57
354,tick05,09:32:57
355,tick05,09:32:58
356,tick05,09:32:58
357,tick05,09:32:59
358,tick05,09:32:59
359,tick05,09:33:00
360,tick05,09:33:00
361,tick05,09:33:01
362,tick05,09:33:01
363,tick05,09:33:02
364,tick05,09:33:02
365,tick05,09:33:03
366,tick05,09:33:03
367,tick05,09:33:04
368,tick05,09:33:04
369,tick05,09:33:05
370,tick05,09:33:05
371,tick05,09:33:06
372,tick05,09:33:06
373,tick05,09:33:07
374,tick05,09:33:07
375,tick05,09:33:08
376,tick05,09:33:08
377,tick05,09:33:09
378,tick05,09:33:09
379,tick05,09:33:10
380,tick05,09:33:10
381,tick05,09:33:11
382,tick05,09:33:11
383,tick05,09:33:12
384,tick05,09:33:12
385,tick05,09:33:13
386,tick05,09:33:13
387,tick05,09:33:14
388,tick05,09:33:14
389,tick05,09:33:15
390,tick05,09:33:15
391,tick05,09:33:16
392,tick05,09:33:16
393,tick05,09:33:17
394,tick05,09:33:17
395,tick05,09:33:18
396,tick05,09:33:18
397,tick05,09:33:19
398,tick05,09:33:19
399,tick05,09:33:20
400,tick05,09:33:20
401,tick05,09:33:21
402,tick05,09:33:21
403,tick05,09:33:22
404,tick05,09:33:22
405,tick05,09:33:23
406,tick05,09:33:23
407,tick05,09:33:24
408,tick05,09:33:24
409,tick05,09:33:25
410,tick05,09:33:25
411,tick05,09:33:26
412,tick05,09:33:26
413,tick05,09:33:27
414,tick05,09:33:27
415,tick05,09:33:28
416,tick05,09:33:28
417,tick05,09:33:29
418,tick05,09:33:29
419,tick05,09:33:30
420,tick05,09:33:30
421,tick05,09:33:31
422,tick05,09:33:31
423,tick05,09:33:32
424,tick05,09:33:32
425,tick05,09:33:33
426,tick05,09:33:33
427,tick05,09:33:34
428,tick05,09:33:34
429,tick05,09:33:35
430,tick05,09:33:35
431,tick05,09:33:36
432,tick05,09:33:36
433,tick05,09:33:37
434,tick05,09:33:37
435,tick05,09:33:38
436,tick05,09:33:38
437,tick05,09:33:39
438,tick05,09:33:39
439,tick05,09:33:40
440,tick05,09:33:40
441,tick05,09:33:41
442,tick05,09:33:41
443,tick05,09:33:42
444,tick05,09:33:42
445,tick05,09:33:43
446,tick05,09:33:43
447,tick05,09:33:44
448,tick05,09:33:44
449,tick05,09:33:45
450,tick05,09:33:45
451,tick05,09:33:46
452,tick05,09:33:46
453,tick05,09:33:47
454,tick05,09:33:47
455,tick05,09:33:48
456,tick05,09:33:48
457,tick05,09:33:49
458,tick05,09:33:49
459,tick05,09:33:50
460,tick05,09:33:50
461,tick05,09:33:51
462,tick05,09:33:51
463,tick05,09:33:52
464,tick05,09:33:52
465,tick05,09:33:53
466,tick05,09:33:53
467,tick05,09:33:54
468,tick05,09:33:54
469,tick05,09:33:55
470,tick05,09:33:55
471,tick05,09:33:56
472,tick05,09:33:56
473,tick05,09:33:57
474,tick05,09:33:57
475,tick05,09:33:58
476,tick05,09:33:58
477,tick05,09:33:59
478,tick05,09:33:59
479,tick05,09:34:00
480,tick05,09:34:00
481,tick05,09:34:01
482,tick05,09:34:01
483,tick05,09:34:02
484,tick05,09:34:02
485,tick05,09:34:03
486,tick05,09:34:03
487,tick05,09:34:04
488,tick05,09:34:04
489,tick05,09:34:05
490,tick05,09:34:05
491,tick05,09:34:06
492,tick05,09:34:06
493,tick05,09:34:07
494,tick05,09:34:07
495,tick05,09:34:08
496,tick05,09:34:08
497,tick05,09:34:09
498,tick05,09:34:09
499,tick05,09:34:10
500,tick05,09:34:10
501,tick05,09:34:11
502,tick05,09:34:11
503,tick05,09:34:12
504,tick05,09:34:12
505,tick05,09:34:13
506,tick05,09:34:13
507,tick05,09:34:14
508,tick05,09:34:14
509,tick05,09:34:15
510,tick05,09:34:15
511,tick05,09:34:16
512,tick05,09:34:16
513,tick05,09:34:17
514,tick05,09:34:17
515,tick05,09:34:18
516,tick05,09:34:18
517,tick05,09:34:19
518,tick05,09:34:19
519,tick05,09:34:20
520,tick05,09:34:20
521,tick05,09:34:21
522,tick05,09:34:21
523,tick05,09:34:22
524,tick05,09:34:22
525,tick05,09:34:23
526,tick05,09:34:23
527,tick05,09:34:24
528,tick05,09:34:24
529,tick05,09:34:25
530,tick05,09:34:25
531,tick05,09:34:26
532,tick05,09:34:26
533,tick05,09:34:27
534,tick05,09:34:27
535,tick05,09:34:28
536,tick05,09:34:28
537,tick05,09:34:29
538,tick05,09:34:29
539,tick05,09:34:30
540,tick05,09:34:30
541,tick05,09:34:31
542,tick05,09:34:31
543,tick05,09:34:32
544,tick05,09:34:32
545,tick05,09:34:33
546,tick05,09:34:33
547,tick05,09:34:34
548,tick05,09:34:34
549,tick05,09:34:35
550,tick05,09:34:35
551,tick05,09:34:36
552,tick05,09:34:36
553,tick05,09:34:37
554,tick05,09:34:37
555,tick05,09:34:38
556,tick05,09:34:38
557,tick05,09:34:39
558,tick05,09:34:39
559,tick05,09:34:40
560,tick05,09:34:40
561,tick05,09:34:41
562,tick05,09:34:41
563,tick05,09:34:42
564,tick05,09:34:42
565,tick05,09:34:43
566,tick05,09:34:43
567,tick05,09:34:44
568,tick05,09:34:44
569,tick05,09:34:45
570,tick05,09:34:45
571,tick05,09:34:46
572,tick05,09:34:46
573,tick05,09:34:47
574,tick05,09:34:47
575,tick05,09:34:48
576,tick05,09:34:48
577,tick05,09:34:49
578,tick05,09:34:49
579,tick05,09:34:50
580,tick05,09:34:50
581,tick05,09:34:51
582,tick05,09:34:51
583,tick05,09:34:52
584,tick05,09:34:52
585,tick05,09:34:53
586,tick05,09:34:53
587,tick05,09:34:54
588,tick05,09:34:54
589,tick05,09:34:55
590,tick05,09:34:55
591,tick05,09:34:56
592,tick05,09:34:56
593,tick05,09:34:57
594,tick05,09:34:57
595,tick05,09:34:58
596,tick05,09:34:58
597,tick05,09:34:59
598,tick05,09:34:59
599,tick05,09:35:00
600,tick05,09:35:00
601,tick05,09:35:01
602,tick05,09:35:01
603,tick05,09:35:02
604,tick05,09:35:02
605,tick05,09:35:03
606,tick05,09:35:03
607,tick05,09:35:04
608,tick05,09:35:04
609,tick05,09:35:05
610,tick05,09:35:05
611,tick05,09:35:06
612,tick05,09:35:06
613,tick05,09:35:07
614,tick05,09:35:07
615,tick05,09:35:08
616,tick05,09:35:08
617,tick05,09:35:09
618,tick05,09:35:09
619,tick05,09:35:10
620,tick05,09:35:10
621,tick05,09:35:11
622,tick05,09:35:11
623,tick05,09:35:12
624,tick05,09:35:12
625,tick05,09:35:13
626,tick05,09:35:13
627,tick05,09:35:14
628,tick05,09:35:14
629,tick05,09:35:15
630,tick05,09:35:15
631,tick05,09:35:16
632,tick05,09:35:16
633,tick05,09:35:17
634,tick05,09:35:17
635,tick05,09:35:18
636,tick05,09:35:18
637,tick05,09:35:19
638,tick05,09:35:19
639,tick05,09:35:20
640,tick05,09:35:20
641,tick05,09:35:21
642,tick05,09:35:21
643,tick05,09:35:22
644,tick05,09:35:22
645,tick05,09:35:23
646,tick05,09:35:23
647,tick05,09:35:24
648,tick05,09:35:24
649,tick05,09:35:25
650,tick05,09:35:25
651,tick05,09:35:26
652,tick05,09:35:26
653,tick05,09:35:27
654,tick05,09:35:27
655,tick05,09:35:28
656,tick05,09:35:28
657,tick05,09:35:29
658,tick05,09:35:29
659,tick05,09:35:30
660,tick05,09:35:30
661,tick05,09:35:31
662,tick05,09:35:31
663,tick05,09:35:32
664,tick05,09:35:32
665,tick05,09:35:33
666,tick05,09:35:33
667,tick05,09:35:34
668,tick05,09:35:34
669,tick05,09:35:35
670,tick05,09:35:35
671,tick05,09:35:36
672,tick05,09:35:36
673,tick05,09:35:37
674,tick05,09:35:37
675,tick05,09:35:38
676,tick05,09:35:38
677,tick05,09:35:39
678,tick05,09:35:39
679,tick05,09:35:40
680,tick05,09:35:40
681,tick05,09:35:41
682,tick05,09:35:41
683,tick05,09:35:42
684,tick05,09:35:42
685,tick05,09:35:43
686,tick05,09:35:43
687,tick05,09:35:44
688,tick05,09:35:44
689,tick05,09:35:45
690,tick05,09:35:45
691,tick05,09:35:46
692,tick05,09:35:46
693,tick05,09:35:47
694,tick05,09:35:47
695,tick05,09:35:48
696,tick05,09:35:48
697,tick05,09:35:49
698,tick05,09:35:49
699,tick05,09:35:50
700,tick05,09:35:50
701,tick05,09:35:51
702,tick05,09:35:51
703,tick05,09:35:52
704,tick05,09:35:52
705,tick05,09:35:53
706,tick05,09:35:53
707,tick05,09:35:54
708,tick05,09:35:54
709,tick05,09:35:55
710,tick05,09:35:55
711,tick05,09:35:56
712,tick05,09:35:56
713,tick05,09:35:57
714,tick05,09:35:57
715,tick05,09:35:58
716,tick05,09:35:58
717,tick05,09:35:59
718,tick05,09:35:59
719,tick05,09:36:00
720,tick05,09:36:00
721,tick05,09:36:01
722,tick05,09:36:01
723,tick05,09:36:02
724,tick05,09:36:02
725,tick05,09:36:03
726,tick05,09:36:03
727,tick05,09:36:04
728,tick05,09:36:04
729,tick05,09:36:05
730,tick05,09:36:05
731,tick05,09:36:06
732,tick05,09:36:06
733,tick05,09:36:07
734,tick05,09:36:07
735,tick05,09:36:08
736,tick05,09:36:08
737,tick05,09:36:09
738,tick05,09:36:09
739,tick05,09:36:10
740,tick05,09:36:10
741,tick05,09:36:11
742,tick05,09:36:11
743,tick05,09:36:12
744,tick05,09:36:12
745,tick05,09:36:13
746,tick05,09:36:13
747,tick05,09:36:14
748,tick05,09:36:14
749,tick05,09:36:15
750,tick05,09:36:15
751,tick05,09:36:16
752,tick05,09:36:16
753,tick05,09:36:17
754,tick05,09:36:17
755,tick05,09:36:18
756,tick05,09:36:18
757,tick05,09:36:19
758,tick05,09:36:19
759,tick05,09:36:20
760,tick05,09:36:20
761,tick05,09:36:21
762,tick05,09:36:21
763,tick05,09:36:22
764,tick05,09:36:22
765,tick05,09:36:23
766,tick05,09:36:23
767,tick05,09:36:24
768,tick05,09:36:24
769,tick05,09:36:25
770,tick05,09:36:25
771,tick05,09:36:26
772,tick05,09:36:26
773,tick05,09:36:27
774,tick05,09:36:27
775,tick05,09:36:28
776,tick05,09:36:28
777,tick05,09:36:29
778,tick05,09:36:29
779,tick05,09:36:30
780,tick05,09:36:30
781,tick05,09:36:31
782,tick05,09:36:31
783,tick05,09:36:32
784,tick05,09:36:32
785,tick05,09:36:33
786,tick05,09:36:33
787,tick05,09:36:34
788,tick05,09:36:34
789,tick05,09:36:35
790,tick05,09:36:35
791,tick05,09:36:36
792,tick05,09:36:36
793,tick05,09:36:37
794,tick05,09:36:37
795,tick05,09:36:38
796,tick05,09:36:38
797,tick05,09:36:39
798,tick05,09:36:39
799,tick05,09:36:40
800,tick05,09:36:40
801,tick05,09:36:41
802,tick05,09:36:41
803,tick05,09:36:42
804,tick05,09:36:42
805,tick05,09:36:43
806,tick05,09:36:43
807,tick05,09:36:44
808,tick05,09:36:44
809,tick05,09:36:45
810,tick05,09:36:45
811,tick05,09:36:46
812,tick05,09:36:46
813,tick05,09:36:47
814,tick05,09:36:47
815,tick05,09:36:48
816,tick05,09:36:48
817,tick05,09:36:49
818,tick05,09:36:49
819,tick05,09:36:50
820,tick05,09:36:50
821,tick05,09:36:51
822,tick05,09:36:51
823,tick05,09:36:52
824,tick05,09:36:52
825,tick05,09:36:53
826,tick05,09:36:53
827,tick05,09:36:54
828,tick05,09:36:54
829,tick05,09:36:55
830,tick05,09:36:55
831,tick05,09:36:56
832,tick05,09:36:56
833,tick05,09:36:57
834,tick05,09:36:57
835,tick05,09:36:58
836,tick05,09:36:58
837,tick05,09:36:59
838,tick05,09:36:59
839,tick05,09:37:00
840,tick05,09:37:00
841,tick05,09:37:01
842,tick05,09:37:01
843,tick05,09:37:02
844,tick05,09:37:02
845,tick05,09:37:03
846,tick05,09:37:03
847,tick05,09:37:04
848,tick05,09:37:04
849,tick05,09:37:05
850,tick05,09:37:05
851,tick05,09:37:06
852,tick05,09:37:06
853,tick05,09:37:07
854,tick05,09:37:07
855,tick05,09:37:08
856,tick05,09:37:08
857,tick05,09:37:09
858,tick05,09:37:09
859,tick05,09:37:10
860,tick05,09:37:10
861,tick05,09:37:11
862,tick05,09:37:11
863,tick05,09:37:12
864,tick05,09:37:12
865,tick05,09:37:13
866,tick05,09:37:13
867,tick05,09:37:14
868,tick05,09:37:14
869,tick05,09:37:15
870,tick05,09:37:15
871,tick05,09:37:16
872,tick05,09:37:16
873,tick05,09:37:17
874,tick05,09:37:17
875,tick05,09:37:18
876,tick05,09:37:18
877,tick05,09:37:19
878,tick05,09:37:19
879,tick05,09:37:20
880,tick05,09:37:20
881,tick05,09:37:21
882,tick05,09:37:21
883,tick05,09:37:22
884,tick05,09:37:22
885,tick05,09:37:23
886,tick05,09:37:23
887,tick05,09:37:24
888,tick05,09:37:24
889,tick05,09:37:25
890,tick05,09:37:25
891,tick05,09:37:26
892,tick05,09:37:26
893,tick05,09:37:27
894,tick05,09:37:27
895,tick05,09:37:28
896,tick05,09:37:28
897,tick05,09:37:29
898,tick05,09:37:29
899,tick05,09:37:30
900,tick05,09:37:30
901,tick05,09:37:31
902,tick05,09:37:31
903,tick05,09:37:32
904,tick05,09:37:32
905,tick05,09:37:33
906,tick05,09:37:33
907,tick05,09:37:34
908,tick05,09:37:34
909,tick05,09:37:35
910,tick05,09:37:35
911,tick05,09:37:36
912,tick05,09:37:36
913,tick05,09:37:37
914,tick05,09:37:37
915,tick05,09:37:38
916,tick05,09:37:38
917,tick05,09:37:39
918,tick05,09:37:39
919,tick05,09:37:40
920,tick05,09:37:40
921,tick05,09:37:41
922,tick05,09:37:41
923,tick05,09:37:42
924,tick05,09:37:42
925,tick05,09:37:43
926,tick05,09:37:43
927,tick05,09:37:44
928,tick05,09:37:44
929,tick05,09:37:45
930,tick05,09:37:45
931,tick05,09:37:46
932,tick05,09:37:46
933,tick05,09:37:47
934,tick05,09:37:47
935,tick05,09:37:48
936,tick05,09:37:48
937,tick05,09:37:49
938,tick05,09:37:49
939,tick05,09:37:50
940,tick05,09:37:50
941,tick05,09:37:51
942,tick05,09:37:51
943,tick05,09:37:52
944,tick05,09:37:52
945,tick05,09:37:53
946,tick05,09:37:53
947,tick05,09:37:54
948,tick05,09:37:54
949,tick05,09:37:55
950,tick05,09:37:55
951,tick05,09:37:56
952,tick05,09:37:56
953,tick05,09:37:57
954,tick05,09:37:57
955,tick05,09:37:58
956,tick05,09:37:58
957,tick05,09:37:59
958,tick05,09:37:59
959,tick05,09:38:00
960,tick05,09:38:00
961,tick05,09:38:01
962,tick05,09:38:01
963,tick05,09:38:02
964,tick05,09:38:02
965,tick05,09:38:03
966,tick05,09:38:03
967,tick05,09:38:04
968,tick05,09:38:04
969,tick05,09:38:05
970,tick05,09:38:05
971,tick05,09:38:06
972,tick05,09:38:06
973,tick05,09:38:07
974,tick05,09:38:07
975,tick05,09:38:08
976,tick05,09:38:08
977,tick05,09:38:09
978,tick05,09:38:09
979,tick05,09:38:10
980,tick05,09:38:10
981,tick05,09:38:11
982,tick05,09:38:11
983,tick05,09:38:12
984,tick05,09:38:12
985,tick05,09:38:13
986,tick05,09:38:13
987,tick05,09:38:14
988,tick05,09:38:14
989,tick05,09:38:15
990,tick05,09:38:15
991,tick05,09:38:16
992,tick05,09:38:16
993,tick05,09:38:17
994,tick05,09:38:17
995,tick05,09:38:18
996,tick05,09:38:18
997,tick05,09:38:19
998,tick05,09:38:19
999,tick05,09:38:20
1000,tick05,09:38:20
1001,tick05,09:38:21
1002,tick05,09:38:21
1003,tick05,09:38:22
1004,tick05,09:38:22
1005,tick05,09:38:23
1006,tick05,09:38:23
1007,tick05,09:38:24
1008,tick05,09:38:24
1009,tick05,09:38:25
1010,tick05,09:38:25
1011,tick05,09:38:26
1012,tick05,09:38:26
1013,tick05,09:38:27
1014,tick05,09:38:27
1015,tick05,09:38:28
1016,tick05,09:38:28
1017,tick05,09:38:29
1018,tick05,09:38:29
1019,tick05,09:38:30
1020,tick05,09:38:30
1021,tick05,09:38:31
1022,tick05,09:38:31
1023,tick05,09:38:32
1024,tick05,09:38:32
1025,tick05,09:38:33
1026,tick05,09:38:33
1027,tick05,09:38:34
1028,tick05,09:38:34
1029,tick05,09:38:35
1030,tick05,09:38:35
1031,tick05,09:38:36
1032,tick05,09:38:36
1033,tick05,09:38:37
1034,tick05,09:38:37
1035,tick05,09:38:38
1036,tick05,09:38:38
1037,tick05,09:38:39
1038,tick05,09:38:39
1039,tick05,09:38:40
1040,tick05,09:38:40
1041,tick05,09:38:41
1042,tick05,09:38:41
1043,tick05,09:38:42
1044,tick05,09:38:42
1045,tick05,09:38:43
1046,tick05,09:38:43
1047,tick05,09:38:44
1048,tick05,09:38:44
1049,tick05,09:38:45
1050,tick05,09:38:45
1051,tick05,09:38:46
1052,tick05,09:38:46
1053,tick05,09:38:47
1054,tick05,09:38:47
1055,tick05,09:38:48
1056,tick05,09:38:48
1057,tick05,09:38:49
1058,tick05,09:38:49
1059,tick05,09:38:50
1060,tick05,09:38:50
1061,tick05,09:38:51
1062,tick05,09:38:51
1063,tick05,09:38:52
1064,tick05,09:38:52
1065,tick05,09:38:53
1066,tick05,09:38:53
1067,tick05,09:38:54
1068,tick05,09:38:54
1069,tick05,09:38:55
1070,tick05,09:38:55
1071,tick05,09:38:56
1072,tick05,09:38:56
1073,tick05,09:38:57
1074,tick05,09:38:57
1075,tick05,09:38:58
1076,tick05,09:38:58
1077,tick05,09:38:59
1078,tick05,09:38:59
1079,tick05,09:39:00
1080,tick05,09:39:00
1081,tick05,09:39:01
1082,tick05,09:39:01
1083,tick05,09:39:02
1084,tick05,09:39:02
1085,tick05,09:39:03
1086,tick05,09:39:03
1087,tick05,09:39:04
1088,tick05,09:39:04
1089,tick05,09:39:05
1090,tick05,09:39:05
1091,tick05,09:39:06
1092,tick05,09:39:06
1093,tick05,09:39:07
1094,tick05,09:39:07
1095,tick05,09:39:08
1096,tick05,09:39:08
1097,tick05,09:39:09
1098,tick05,09:39:09
1099,tick05,09:39:10
1100,tick05,09:39:10
1101,tick05,09:39:11
1102,tick05,09:39:11
1103,tick05,09:39:12
1104,tick05,09:39:12
1105,tick05,09:39:13
1106,tick05,09:39:13
1107,tick05,09:39:14
1108,tick05,09:39:14
1109,tick05,09:39:15
1110,tick05,09:39:15
1111,tick05,09:39:16
1112,tick05,09:39:16
1113,tick05,09:39:17
1114,tick05,09:39:17
1115,tick05,09:39:18
1116,tick05,09:39:18
1117,tick05,09:39:19
1118,tick05,09:39:19
1119,tick05,09:39:20
1120,tick05,09:39:20
1121,tick05,09:39:21
1122,tick05,09:39:21
1123,tick05,09:39:22
1124,tick05,09:39:22
1125,tick05,09:39:23
1126,tick05,09:39:23
1127,tick05,09:39:24
1128,tick05,09:39:24
1129,tick05,09:39:25
1130,tick05,09:39:25
1131,tick05,09:39:26
1132,tick05,09:39:26
1133,tick05,09:39:27
1134,tick05,09:39:27
1135,tick05,09:39:28
1136,tick05,09:39:28
1137,tick05,09:39:29
1138,tick05,09:39:29
1139,tick05,09:39:30
1140,tick05,09:39:30
1141,tick05,09:39:31
1142,tick05,09:39:31
1143,tick05,09:39:32
1144,tick05,09:39:32
1145,tick05,09:39:33
1146,tick05,09:39:33
1147,tick05,09:39:34
1148,tick05,09:39:34
1149,tick05,09:39:35
1150,tick05,09:39:35
